i,j,fill
497,2,1
498,2,1
499,2,1
504,2,1
505,2,1
506,2,1
507,2,1
509,2,1
510,2,1
511,2,1
512,2,1
513,2,1
514,2,1
515,2,1
516,2,1
517,2,1
518,2,1
520,2,1
522,2,1
523,2,1
524,2,1
525,2,1
526,2,1
527,2,1
529,2,1
530,2,1
531,2,1
534,2,1
535,2,1
536,2,1
540,2,1
541,2,1
542,2,1
550,2,1
552,2,1
553,2,1
557,2,1
559,2,1
560,2,1
561,2,1
562,2,1
563,2,1
564,2,1
565,2,1
566,2,1
567,2,1
568,2,1
570,2,1
571,2,1
572,2,1
573,2,1
617,2,1
618,2,1
622,2,1
623,2,1
625,2,1
635,2,1
636,2,1
638,2,1
641,2,1
642,2,1
643,2,1
644,2,1
645,2,1
646,2,1
647,2,1
648,2,1
649,2,1
650,2,1
651,2,1
652,2,1
653,2,1
655,2,1
658,2,1
659,2,1
664,2,1
665,2,1
668,2,1
670,2,1
671,2,1
672,2,1
675,2,1
676,2,1
694,2,1
695,2,1
696,2,1
722,2,1
723,2,1
726,2,1
728,2,1
729,2,1
731,2,1
735,2,1
779,2,1
780,2,1
782,2,1
783,2,1
784,2,1
788,2,1
789,2,1
794,2,1
795,2,1
797,2,1
807,2,1
808,2,1
809,2,1
810,2,1
811,2,1
812,2,1
813,2,1
814,2,1
815,2,1
816,2,1
817,2,1
818,2,1
819,2,1
820,2,1
821,2,1
822,2,1
824,2,1
825,2,1
826,2,1
827,2,1
830,2,1
831,2,1
832,2,1
833,2,1
858,2,1
859,2,1
860,2,1
861,2,1
862,2,1
863,2,1
864,2,1
874,2,1
887,2,1
889,2,1
895,2,1
896,2,1
897,2,1
898,2,1
899,2,1
901,2,1
902,2,1
903,2,1
904,2,1
905,2,1
906,2,1
907,2,1
908,2,1
924,2,1
925,2,1
926,2,1
927,2,1
928,2,1
929,2,1
930,2,1
932,2,1
933,2,1
934,2,1
935,2,1
936,2,1
937,2,1
938,2,1
939,2,1
940,2,1
941,2,1
976,2,1
977,2,1
978,2,1
979,2,1
980,2,1
988,2,1
989,2,1
990,2,1
991,2,1
992,2,1
993,2,1
994,2,1
995,2,1
996,2,1
1000,2,1
1001,2,1
1002,2,1
1004,2,1
1005,2,1
1006,2,1
1007,2,1
1008,2,1
1021,2,1
1022,2,1
1023,2,1
1036,2,1
1037,2,1
1038,2,1
1039,2,1
1040,2,1
1041,2,1
1042,2,1
1043,2,1
1044,2,1
1045,2,1
1046,2,1
1047,2,1
1048,2,1
1049,2,1
1056,2,1
1057,2,1
1058,2,1
1059,2,1
1060,2,1
1061,2,1
1062,2,1
1063,2,1
1064,2,1
1065,2,1
1066,2,1
1067,2,1
1068,2,1
1069,2,1
1070,2,1
1071,2,1
1072,2,1
1073,2,1
1074,2,1
1076,2,1
1077,2,1
1078,2,1
1081,2,1
1082,2,1
1083,2,1
1084,2,1
1085,2,1
1086,2,1
1087,2,1
1088,2,1
1089,2,1
1090,2,1
1091,2,1
1092,2,1
1093,2,1
1094,2,1
1095,2,1
1096,2,1
1097,2,1
1098,2,1
1100,2,1
1101,2,1
1102,2,1
1103,2,1
1104,2,1
1105,2,1
1106,2,1
1107,2,1
1119,2,1
1127,2,1
1128,2,1
1129,2,1
1130,2,1
1131,2,1
1132,2,1
1133,2,1
1134,2,1
1135,2,1
1136,2,1
1137,2,1
1138,2,1
1139,2,1
1189,2,1
1191,2,1
1193,2,1
1195,2,1
1196,2,1
1197,2,1
1198,2,1
1199,2,1
1200,2,1
1201,2,1
1202,2,1
1203,2,1
1204,2,1
1205,2,1
1208,2,1
1209,2,1
1210,2,1
1212,2,1
1214,2,1
1215,2,1
1216,2,1
1217,2,1
1218,2,1
1220,2,1
1221,2,1
1222,2,1
1223,2,1
1224,2,1
1225,2,1
1226,2,1
1228,2,1
1229,2,1
1231,2,1
1232,2,1
1233,2,1
1335,2,1
1336,2,1
1337,2,1
1338,2,1
1339,2,1
1340,2,1
1341,2,1
1342,2,1
1343,2,1
1344,2,1
1345,2,1
1346,2,1
1347,2,1
1348,2,1
1498,2,1
1499,2,1
1500,2,1
1501,2,1
1502,2,1
1503,2,1
1504,2,1
1505,2,1
1506,2,1
1507,2,1
1508,2,1
1509,2,1
1510,2,1
1512,2,1
1513,2,1
1514,2,1
1515,2,1
1520,2,1
1522,2,1
1523,2,1
1525,2,1
1530,2,1
1531,2,1
1532,2,1
1533,2,1
1534,2,1
1536,2,1
1537,2,1
1538,2,1
1539,2,1
1540,2,1
1541,2,1
1542,2,1
1543,2,1
1544,2,1
1545,2,1
1546,2,1
1547,2,1
1548,2,1
1549,2,1
1550,2,1
1551,2,1
1552,2,1
1553,2,1
1554,2,1
1555,2,1
1556,2,1
1557,2,1
1558,2,1
1559,2,1
1560,2,1
1561,2,1
1562,2,1
1563,2,1
1564,2,1
1565,2,1
1566,2,1
1567,2,1
1568,2,1
1569,2,1
1571,2,1
1572,2,1
1573,2,1
1574,2,1
1575,2,1
1576,2,1
1577,2,1
1578,2,1
1579,2,1
1580,2,1
1581,2,1
1582,2,1
1583,2,1
1584,2,1
1585,2,1
1586,2,1
1587,2,1
1588,2,1
1589,2,1
1590,2,1
1591,2,1
1592,2,1
1593,2,1
1594,2,1
1595,2,1
1596,2,1
1597,2,1
1598,2,1
1599,2,1
1600,2,1
1601,2,1
1602,2,1
1603,2,1
1604,2,1
1605,2,1
1606,2,1
1607,2,1
1608,2,1
1609,2,1
1610,2,1
1611,2,1
1612,2,1
1613,2,1
1614,2,1
1615,2,1
1616,2,1
1621,2,1
1625,2,1
1626,2,1
1627,2,1
1630,2,1
1632,2,1
1633,2,1
1634,2,1
1635,2,1
1636,2,1
1637,2,1
1648,2,1
1649,2,1
1650,2,1
1651,2,1
1652,2,1
1653,2,1
1654,2,1
1658,2,1
1659,2,1
1660,2,1
1662,2,1
1663,2,1
1665,2,1
1666,2,1
1668,2,1
1669,2,1
1676,2,1
1682,2,1
1684,2,1
1685,2,1
1687,2,1
1688,2,1
1689,2,1
1690,2,1
1691,2,1
1693,2,1
1694,2,1
1695,2,1
1696,2,1
1699,2,1
1700,2,1
1701,2,1
1702,2,1
1703,2,1
1705,2,1
1706,2,1
1739,2,1
1740,2,1
1741,2,1
1742,2,1
1748,2,1
1752,2,1
1754,2,1
1766,2,1
1768,2,1
1771,2,1
1772,2,1
1773,2,1
1776,2,1
1777,2,1
1857,2,1
1890,2,1
1912,2,1
1913,2,1
1914,2,1
1915,2,1
1916,2,1
1917,2,1
1918,2,1
1919,2,1
1920,2,1
1969,2,1
1970,2,1
1971,2,1
1972,2,1
1973,2,1
1974,2,1
1975,2,1
1979,2,1
2021,2,1
2023,2,1
2031,2,1
2035,2,1
2042,2,1
2047,2,1
2075,2,1
2076,2,1
2092,2,1
2098,2,1
2104,2,1
2107,2,1
2108,2,1
2112,2,1
2115,2,1
2117,2,1
2119,2,1
2121,2,1
2122,2,1
2123,2,1
2127,2,1
2128,2,1
2130,2,1
2131,2,1
2132,2,1
2133,2,1
2134,2,1
2161,2,1
2162,2,1
2163,2,1
2164,2,1
2165,2,1
2166,2,1
2167,2,1
2168,2,1
2169,2,1
2170,2,1
2171,2,1
2172,2,1
2173,2,1
2174,2,1
2175,2,1
2176,2,1
2177,2,1
2178,2,1
2179,2,1
2180,2,1
2181,2,1
2182,2,1
2183,2,1
2185,2,1
2186,2,1
2187,2,1
2188,2,1
2189,2,1
2190,2,1
2191,2,1
2192,2,1
2193,2,1
2194,2,1
2195,2,1
2196,2,1
2197,2,1
2198,2,1
2199,2,1
2200,2,1
2201,2,1
2202,2,1
2203,2,1
2204,2,1
2205,2,1
2206,2,1
2207,2,1
2208,2,1
2209,2,1
2214,2,1
2215,2,1
2216,2,1
2217,2,1
2218,2,1
2235,2,1
2240,2,1
2243,2,1
2246,2,1
2247,2,1
2248,2,1
2249,2,1
2250,2,1
2251,2,1
2252,2,1
2256,2,1
2257,2,1
2258,2,1
2259,2,1
2260,2,1
2261,2,1
2262,2,1
2263,2,1
2264,2,1
2266,2,1
2267,2,1
2269,2,1
2270,2,1
2272,2,1
2273,2,1
2276,2,1
2278,2,1
2279,2,1
2280,2,1
2281,2,1
2284,2,1
2285,2,1
2286,2,1
2287,2,1
2296,2,1
2298,2,1
2303,2,1
2350,2,1
2353,2,1
2354,2,1
2355,2,1
2356,2,1
2376,2,1
2377,2,1
2389,2,1
2390,2,1
2391,2,1
2392,2,1
2393,2,1
2394,2,1
2395,2,1
2397,2,1
2398,2,1
2399,2,1
2400,2,1
2401,2,1
2402,2,1
2403,2,1
2404,2,1
2406,2,1
2407,2,1
2408,2,1
2409,2,1
2410,2,1
2411,2,1
2412,2,1
2413,2,1
2414,2,1
2415,2,1
2417,2,1
2418,2,1
2419,2,1
2420,2,1
2422,2,1
2423,2,1
2425,2,1
2426,2,1
2427,2,1
2428,2,1
2431,2,1
2432,2,1
2433,2,1
2434,2,1
2435,2,1
2436,2,1
2437,2,1
2438,2,1
2439,2,1
2440,2,1
2442,2,1
2443,2,1
2444,2,1
2446,2,1
2447,2,1
2448,2,1
2449,2,1
2451,2,1
2452,2,1
2453,2,1
2454,2,1
2455,2,1
2456,2,1
2457,2,1
2458,2,1
2459,2,1
2460,2,1
2462,2,1
2463,2,1
2464,2,1
2466,2,1
2467,2,1
2468,2,1
2469,2,1
2470,2,1
2471,2,1
2472,2,1
2473,2,1
2474,2,1
2476,2,1
2477,2,1
2478,2,1
2479,2,1
2480,2,1
2481,2,1
2482,2,1
2483,2,1
2484,2,1
2487,2,1
2490,2,1
2493,2,1
2494,2,1
2495,2,1
2496,2,1
2497,2,1
2499,2,1
2500,2,1
2501,2,1
2502,2,1
2503,2,1
2504,2,1
2506,2,1
2507,2,1
2508,2,1
2509,2,1
2510,2,1
2511,2,1
2512,2,1
2513,2,1
2514,2,1
2515,2,1
2516,2,1
2517,2,1
2518,2,1
2519,2,1
2520,2,1
2521,2,1
2522,2,1
2523,2,1
2524,2,1
2525,2,1
2526,2,1
2527,2,1
2528,2,1
2529,2,1
2530,2,1
2531,2,1
2532,2,1
2533,2,1
2534,2,1
2535,2,1
2536,2,1
2537,2,1
2538,2,1
2539,2,1
2540,2,1
2541,2,1
2542,2,1
2543,2,1
2544,2,1
2546,2,1
2547,2,1
2548,2,1
2549,2,1
2550,2,1
2551,2,1
2552,2,1
2553,2,1
2554,2,1
2555,2,1
2556,2,1
2557,2,1
2558,2,1
2559,2,1
2560,2,1
2561,2,1
2562,2,1
2563,2,1
2564,2,1
2565,2,1
2567,2,1
2568,2,1
2569,2,1
2570,2,1
2571,2,1
2572,2,1
2573,2,1
2574,2,1
2575,2,1
2576,2,1
2577,2,1
2578,2,1
2579,2,1
2580,2,1
2581,2,1
2582,2,1
2585,2,1
2586,2,1
2587,2,1
2588,2,1
2589,2,1
2590,2,1
2591,2,1
2593,2,1
2594,2,1
2595,2,1
2597,2,1
2598,2,1
2599,2,1
2600,2,1
2601,2,1
2602,2,1
2603,2,1
2605,2,1
2607,2,1
2608,2,1
2609,2,1
2610,2,1
2611,2,1
2612,2,1
2613,2,1
2614,2,1
2615,2,1
2616,2,1
2617,2,1
2618,2,1
2620,2,1
2621,2,1
2622,2,1
2623,2,1
2624,2,1
2625,2,1
2627,2,1
2628,2,1
2629,2,1
2630,2,1
2631,2,1
2636,2,1
2637,2,1
2638,2,1
2639,2,1
2640,2,1
2641,2,1
2642,2,1
2643,2,1
2644,2,1
2645,2,1
2646,2,1
2647,2,1
2648,2,1
2649,2,1
2650,2,1
2651,2,1
2652,2,1
2653,2,1
2654,2,1
2655,2,1
2656,2,1
2657,2,1
2658,2,1
2659,2,1
2660,2,1
2661,2,1
2662,2,1
2663,2,1
2664,2,1
2665,2,1
2666,2,1
2667,2,1
2668,2,1
2669,2,1
2670,2,1
2671,2,1
2672,2,1
2673,2,1
2674,2,1
2675,2,1
2676,2,1
2677,2,1
2678,2,1
2679,2,1
2680,2,1
2681,2,1
2682,2,1
2683,2,1
2684,2,1
2685,2,1
2686,2,1
2687,2,1
2688,2,1
2689,2,1
2690,2,1
2691,2,1
2692,2,1
2694,2,1
2696,2,1
2697,2,1
2698,2,1
2699,2,1
2700,2,1
2701,2,1
2702,2,1
2703,2,1
2704,2,1
2705,2,1
2706,2,1
2707,2,1
2708,2,1
2709,2,1
2710,2,1
2711,2,1
2712,2,1
2713,2,1
2714,2,1
2715,2,1
2717,2,1
2718,2,1
2719,2,1
2720,2,1
2721,2,1
2722,2,1
2723,2,1
2724,2,1
2735,2,1
2736,2,1
2737,2,1
2750,2,1
2752,2,1
2756,2,1
2757,2,1
2759,2,1
2781,2,1
2782,2,1
2783,2,1
2784,2,1
2785,2,1
2788,2,1
2792,2,1
2793,2,1
2794,2,1
2795,2,1
2796,2,1
2797,2,1
2798,2,1
2799,2,1
2800,2,1
2801,2,1
2802,2,1
2803,2,1
2805,2,1
2806,2,1
2807,2,1
2808,2,1
2809,2,1
2811,2,1
2819,2,1
2820,2,1
2844,2,1
2846,2,1
2847,2,1
2855,2,1
2856,2,1
2858,2,1
2860,2,1
2863,2,1
2864,2,1
2867,2,1
2870,2,1
2871,2,1
2875,2,1
2876,2,1
2879,2,1
2880,2,1
2881,2,1
2883,2,1
2884,2,1
2885,2,1
2886,2,1
2887,2,1
2888,2,1
2890,2,1
2891,2,1
2892,2,1
2893,2,1
2894,2,1
2895,2,1
2896,2,1
2897,2,1
2898,2,1
2899,2,1
2900,2,1
2901,2,1
2903,2,1
2904,2,1
2908,2,1
2909,2,1
2910,2,1
2911,2,1
2912,2,1
2913,2,1
2914,2,1
2915,2,1
2916,2,1
2917,2,1
2918,2,1
2919,2,1
2920,2,1
2921,2,1
2922,2,1
2923,2,1
2924,2,1
2925,2,1
2926,2,1
2927,2,1
2928,2,1
2930,2,1
2931,2,1
2932,2,1
2933,2,1
2934,2,1
2936,2,1
2937,2,1
2938,2,1
2939,2,1
2941,2,1
2949,2,1
2950,2,1
2951,2,1
2968,2,1
2969,2,1
2971,2,1
2975,2,1
2978,2,1
2980,2,1
2983,2,1
2988,2,1
2989,2,1
2992,2,1
2993,2,1
2996,2,1
2997,2,1
2998,2,1
2999,2,1
3000,2,1
3001,2,1
3002,2,1
3003,2,1
3004,2,1
3005,2,1
3006,2,1
3007,2,1
3008,2,1
3009,2,1
3011,2,1
3013,2,1
3037,2,1
3038,2,1
3049,2,1
3050,2,1
3051,2,1
3052,2,1
3053,2,1
3054,2,1
3055,2,1
3056,2,1
3057,2,1
3058,2,1
3059,2,1
3060,2,1
3061,2,1
3062,2,1
3063,2,1
3064,2,1
3070,2,1
3071,2,1
3072,2,1
3073,2,1
3074,2,1
3075,2,1
3076,2,1
3077,2,1
3078,2,1
3079,2,1
3080,2,1
3081,2,1
3082,2,1
3083,2,1
3084,2,1
3085,2,1
3086,2,1
3087,2,1
3088,2,1
3089,2,1
3090,2,1
3091,2,1
3092,2,1
3094,2,1
3095,2,1
3096,2,1
3097,2,1
3098,2,1
3099,2,1
3100,2,1
3101,2,1
3102,2,1
3103,2,1
3104,2,1
3105,2,1
3106,2,1
3107,2,1
3108,2,1
3109,2,1
3110,2,1
3111,2,1
3112,2,1
3113,2,1
3114,2,1
3115,2,1
3118,2,1
3119,2,1
3120,2,1
3123,2,1
3124,2,1
3125,2,1
3126,2,1
3128,2,1
3129,2,1
3130,2,1
3131,2,1
3132,2,1
3133,2,1
3134,2,1
3135,2,1
3136,2,1
3137,2,1
3138,2,1
3139,2,1
3140,2,1
3141,2,1
3142,2,1
3143,2,1
3144,2,1
3145,2,1
3146,2,1
3147,2,1
3148,2,1
3157,2,1
3165,2,1
3179,2,1
3191,2,1
3192,2,1
3197,2,1
3198,2,1
3203,2,1
3204,2,1
3205,2,1
3206,2,1
3207,2,1
3210,2,1
3211,2,1
3212,2,1
3216,2,1
3312,2,1
3313,2,1
3314,2,1
3324,2,1
3325,2,1
3326,2,1
3328,2,1
3329,2,1
3330,2,1
3331,2,1
3332,2,1
3333,2,1
3334,2,1
3335,2,1
3336,2,1
3337,2,1
3338,2,1
3339,2,1
3340,2,1
3342,2,1
3344,2,1
3345,2,1
3346,2,1
3348,2,1
3349,2,1
3350,2,1
3352,2,1
3353,2,1
3355,2,1
3358,2,1
3360,2,1
3361,2,1
3362,2,1
3363,2,1
3364,2,1
3365,2,1
3366,2,1
3367,2,1
3368,2,1
3369,2,1
3370,2,1
3371,2,1
3372,2,1
3374,2,1
3375,2,1
3376,2,1
3377,2,1
3380,2,1
3381,2,1
3382,2,1
3383,2,1
3386,2,1
3388,2,1
3389,2,1
3390,2,1
3391,2,1
3392,2,1
3393,2,1
3396,2,1
3397,2,1
3398,2,1
3399,2,1
3400,2,1
3401,2,1
3402,2,1
3403,2,1
3516,2,1
3517,2,1
3518,2,1
3519,2,1
3520,2,1
3522,2,1
3523,2,1
3525,2,1
3526,2,1
3527,2,1
3528,2,1
3529,2,1
3530,2,1
3531,2,1
3532,2,1
3533,2,1
3534,2,1
3535,2,1
3536,2,1
3538,2,1
3539,2,1
3540,2,1
3542,2,1
3544,2,1
3545,2,1
3546,2,1
3547,2,1
3549,2,1
3550,2,1
3551,2,1
3552,2,1
3553,2,1
3564,2,1
3565,2,1
3566,2,1
3567,2,1
3568,2,1
3570,2,1
3571,2,1
3572,2,1
3573,2,1
3574,2,1
3575,2,1
3576,2,1
3577,2,1
3578,2,1
3579,2,1
3580,2,1
3581,2,1
3582,2,1
3583,2,1
3584,2,1
3585,2,1
3586,2,1
3587,2,1
3588,2,1
3589,2,1
3590,2,1
3591,2,1
3592,2,1
3595,2,1
3596,2,1
3597,2,1
3598,2,1
3599,2,1
3600,2,1
3601,2,1
3602,2,1
3603,2,1
3604,2,1
3605,2,1
3606,2,1
3607,2,1
3608,2,1
3609,2,1
3610,2,1
3611,2,1
3612,2,1
3613,2,1
3622,2,1
3623,2,1
3624,2,1
3625,2,1
3626,2,1
3627,2,1
3628,2,1
3629,2,1
3630,2,1
3631,2,1
3632,2,1
3633,2,1
3634,2,1
3635,2,1
3636,2,1
3637,2,1
3638,2,1
3639,2,1
3641,2,1
3642,2,1
3643,2,1
3644,2,1
3645,2,1
3646,2,1
3650,2,1
3651,2,1
3652,2,1
3653,2,1
3654,2,1
3655,2,1
3656,2,1
3657,2,1
3658,2,1
3661,2,1
3662,2,1
3663,2,1
3664,2,1
3665,2,1
3666,2,1
3668,2,1
3669,2,1
3670,2,1
3671,2,1
3672,2,1
3673,2,1
3674,2,1
3675,2,1
3676,2,1
3677,2,1
3678,2,1
3679,2,1
3680,2,1
3682,2,1
3683,2,1
3684,2,1
3685,2,1
3686,2,1
3688,2,1
3689,2,1
3690,2,1
3691,2,1
3692,2,1
3693,2,1
3694,2,1
3695,2,1
3697,2,1
3698,2,1
3699,2,1
3700,2,1
3701,2,1
3702,2,1
3703,2,1
3704,2,1
3705,2,1
3706,2,1
3707,2,1
3708,2,1
3709,2,1
3710,2,1
3711,2,1
3712,2,1
3713,2,1
3714,2,1
3715,2,1
3716,2,1
3717,2,1
3718,2,1
3719,2,1
3721,2,1
3722,2,1
3723,2,1
3724,2,1
3725,2,1
3726,2,1
3727,2,1
3728,2,1
3729,2,1
3730,2,1
3731,2,1
3732,2,1
3733,2,1
3734,2,1
3735,2,1
3736,2,1
3737,2,1
3738,2,1
3740,2,1
3741,2,1
3742,2,1
3768,2,1
3771,2,1
3787,2,1
3788,2,1
3789,2,1
3814,2,1
3815,2,1
3816,2,1
3817,2,1
3821,2,1
3826,2,1
3827,2,1
3828,2,1
3829,2,1
3852,2,1
3853,2,1
3854,2,1
3855,2,1
3856,2,1
3857,2,1
3868,2,1
3870,2,1
3871,2,1
3873,2,1
3874,2,1
3875,2,1
3878,2,1
3880,2,1
3881,2,1
3884,2,1
3885,2,1
3888,2,1
3889,2,1
3891,2,1
3892,2,1
3893,2,1
3894,2,1
3895,2,1
3896,2,1
3897,2,1
3898,2,1
3899,2,1
3900,2,1
3901,2,1
3902,2,1
3904,2,1
3905,2,1
3908,2,1
3909,2,1
3931,2,1
3932,2,1
3933,2,1
3934,2,1
3935,2,1
3936,2,1
3937,2,1
3938,2,1
3939,2,1
3940,2,1
3942,2,1
3948,2,1
3949,2,1
3950,2,1
3955,2,1
3963,2,1
3966,2,1
3967,2,1
3976,2,1
3978,2,1
3982,2,1
3991,2,1
3996,2,1
3997,2,1
3998,2,1
3999,2,1
4236,2,1
4237,2,1
4238,2,1
4239,2,1
4240,2,1
4241,2,1
4242,2,1
4243,2,1
4244,2,1
4245,2,1
4246,2,1
4248,2,1
4249,2,1
4250,2,1
4251,2,1
4252,2,1
4257,2,1
4258,2,1
4259,2,1
4260,2,1
4261,2,1
4262,2,1
4263,2,1
4266,2,1
4267,2,1
4268,2,1
4269,2,1
4270,2,1
4271,2,1
4272,2,1
4273,2,1
4274,2,1
4276,2,1
4277,2,1
4278,2,1
4279,2,1
4280,2,1
4281,2,1
4282,2,1
4283,2,1
4284,2,1
4286,2,1
4287,2,1
4291,2,1
4292,2,1
4293,2,1
4294,2,1
4369,2,1
4370,2,1
4371,2,1
4372,2,1
4374,2,1
4375,2,1
4376,2,1
4378,2,1
4379,2,1
4384,2,1
4385,2,1
4389,2,1
4390,2,1
4391,2,1
4443,2,1
4444,2,1
4446,2,1
4447,2,1
4451,2,1
4452,2,1
4487,2,1
4489,2,1
4491,2,1
4492,2,1
4493,2,1
4494,2,1
4495,2,1
4501,2,1
4502,2,1
4515,2,1
4516,2,1
4517,2,1
4518,2,1
4519,2,1
4520,2,1
4521,2,1
4522,2,1
4523,2,1
4524,2,1
4525,2,1
4526,2,1
4529,2,1
4531,2,1
4540,2,1
4542,2,1
4547,2,1
4552,2,1
4553,2,1
4554,2,1
4557,2,1
4560,2,1
4564,2,1
4565,2,1
4566,2,1
4567,2,1
4568,2,1
4570,2,1
4572,2,1
4573,2,1
4574,2,1
4575,2,1
4576,2,1
4577,2,1
4579,2,1
4580,2,1
4583,2,1
4585,2,1
4586,2,1
4587,2,1
4589,2,1
4590,2,1
4591,2,1
4592,2,1
4613,2,1
4627,2,1
4637,2,1
4647,2,1
4657,2,1
4660,2,1
4671,2,1
4672,2,1
4676,2,1
4679,2,1
4682,2,1
4684,2,1
4689,2,1
4705,2,1
4711,2,1
4712,2,1
4713,2,1
4718,2,1
4727,2,1
4729,2,1
4732,2,1
4753,2,1
4759,2,1
4762,2,1
4771,2,1
4772,2,1
4775,2,1
4776,2,1
4777,2,1
4778,2,1
4779,2,1
4780,2,1
4781,2,1
4782,2,1
4783,2,1
4784,2,1
4785,2,1
4786,2,1
4787,2,1
4802,2,1
4803,2,1
4805,2,1
4806,2,1
4807,2,1
4808,2,1
4809,2,1
4810,2,1
4815,2,1
4817,2,1
4818,2,1
4843,2,1
4846,2,1
4848,2,1
4849,2,1
4850,2,1
4851,2,1
4852,2,1
4853,2,1
4854,2,1
4855,2,1
4856,2,1
4857,2,1
4858,2,1
4859,2,1
4860,2,1
4861,2,1
4862,2,1
4863,2,1
4864,2,1
4865,2,1
4866,2,1
4867,2,1
4868,2,1
4869,2,1
4870,2,1
4871,2,1
4872,2,1
4873,2,1
4875,2,1
4876,2,1
4877,2,1
4878,2,1
4879,2,1
4880,2,1
4881,2,1
4882,2,1
4883,2,1
4884,2,1
4885,2,1
4886,2,1
4887,2,1
4888,2,1
4889,2,1
4890,2,1
4891,2,1
4892,2,1
4893,2,1
4894,2,1
4895,2,1
4896,2,1
4897,2,1
4898,2,1
4899,2,1
4900,2,1
4901,2,1
4902,2,1
4903,2,1
4904,2,1
4905,2,1
4906,2,1
4907,2,1
4908,2,1
4909,2,1
4911,2,1
4912,2,1
4913,2,1
4914,2,1
4915,2,1
4916,2,1
4917,2,1
4918,2,1
4919,2,1
4920,2,1
4921,2,1
4922,2,1
4923,2,1
4924,2,1
4925,2,1
4926,2,1
4927,2,1
4928,2,1
4929,2,1
4930,2,1
4931,2,1
4932,2,1
4933,2,1
4934,2,1
4935,2,1
4936,2,1
4937,2,1
4938,2,1
4939,2,1
4940,2,1
4941,2,1
4942,2,1
4943,2,1
4944,2,1
4945,2,1
4946,2,1
4947,2,1
4948,2,1
4949,2,1
4950,2,1
4951,2,1
4952,2,1
4953,2,1
4954,2,1
4955,2,1
4956,2,1
4957,2,1
4958,2,1
4959,2,1
4960,2,1
4961,2,1
4962,2,1
4963,2,1
4964,2,1
4965,2,1
4966,2,1
4967,2,1
4968,2,1
4969,2,1
4970,2,1
4971,2,1
4972,2,1
4973,2,1
4974,2,1
4975,2,1
4976,2,1
4977,2,1
4978,2,1
4979,2,1
4980,2,1
4981,2,1
4982,2,1
4983,2,1
4984,2,1
4985,2,1
4986,2,1
4987,2,1
4988,2,1
4989,2,1
4990,2,1
4994,2,1
4995,2,1
4996,2,1
4997,2,1
5000,2,1
5002,2,1
5003,2,1
5004,2,1
5005,2,1
5006,2,1
5010,2,1
5014,2,1
5015,2,1
5100,2,1
5101,2,1
5102,2,1
5103,2,1
5105,2,1
5106,2,1
5107,2,1
5108,2,1
5111,2,1
5112,2,1
5113,2,1
5120,2,1
5121,2,1
5122,2,1
5123,2,1
5124,2,1
5127,2,1
5128,2,1
5129,2,1
5130,2,1
5131,2,1
5132,2,1
5133,2,1
5134,2,1
5135,2,1
5136,2,1
5137,2,1
5138,2,1
5144,2,1
5145,2,1
5146,2,1
5147,2,1
5148,2,1
5149,2,1
5150,2,1
5151,2,1
5152,2,1
5154,2,1
5155,2,1
5157,2,1
5158,2,1
5159,2,1
5160,2,1
5161,2,1
5162,2,1
5163,2,1
5164,2,1
5165,2,1
5166,2,1
5167,2,1
5168,2,1
5169,2,1
5170,2,1
5171,2,1
5172,2,1
5173,2,1
5174,2,1
5175,2,1
5176,2,1
5177,2,1
5178,2,1
5179,2,1
5182,2,1
5183,2,1
5184,2,1
5185,2,1
5189,2,1
5194,2,1
5195,2,1
5196,2,1
5198,2,1
5203,2,1
5204,2,1
5205,2,1
5206,2,1
5208,2,1
5209,2,1
5210,2,1
5211,2,1
5214,2,1
5215,2,1
5217,2,1
5271,2,1
5276,2,1
5277,2,1
5278,2,1
5279,2,1
5280,2,1
5281,2,1
5282,2,1
5283,2,1
5284,2,1
5285,2,1
5286,2,1
5287,2,1
5288,2,1
5331,2,1
5333,2,1
5335,2,1
5337,2,1
5338,2,1
5339,2,1
5340,2,1
5341,2,1
5342,2,1
5343,2,1
5344,2,1
5345,2,1
5346,2,1
5347,2,1
5349,2,1
5350,2,1
5351,2,1
5352,2,1
5353,2,1
5354,2,1
5355,2,1
5356,2,1
5357,2,1
5358,2,1
5359,2,1
5360,2,1
5416,2,1
5417,2,1
5418,2,1
5419,2,1
5420,2,1
5421,2,1
5422,2,1
5423,2,1
5424,2,1
5425,2,1
5426,2,1
5427,2,1
5429,2,1
5430,2,1
5431,2,1
5432,2,1
5433,2,1
5434,2,1
5435,2,1
5438,2,1
5440,2,1
5442,2,1
5443,2,1
5445,2,1
5446,2,1
5447,2,1
5448,2,1
5450,2,1
5451,2,1
5452,2,1
5453,2,1
5456,2,1
5458,2,1
5459,2,1
5460,2,1
5462,2,1
5504,2,1
5505,2,1
5546,2,1
5547,2,1
5548,2,1
5549,2,1
5550,2,1
5551,2,1
5552,2,1
5553,2,1
5554,2,1
5555,2,1
5556,2,1
5557,2,1
5558,2,1
5559,2,1
5560,2,1
5561,2,1
5563,2,1
5564,2,1
5565,2,1
5566,2,1
5567,2,1
5568,2,1
5569,2,1
5570,2,1
5571,2,1
5572,2,1
5573,2,1
5574,2,1
5575,2,1
5576,2,1
5577,2,1
5578,2,1
5579,2,1
5580,2,1
5581,2,1
5582,2,1
5583,2,1
5584,2,1
5585,2,1
5586,2,1
5587,2,1
5588,2,1
5589,2,1
5590,2,1
5591,2,1
